Name,Platform,Year,Genre,Publisher,Global_Sales,Meta_Score,User_Score
THE WITCHER: ENHANCED EDITION,PC,2008.0,Role-Playing,Atari,0.32,86,8.5
TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,GBA,2004.0,Action,Konami Digital Entertainment,0.32,65,7.0
BATMAN: ARKHAM ORIGINS,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.32,74,7.5
SWAT: GLOBAL STRIKE TEAM,PS2,2003.0,Shooter,Vivendi Games,0.32,69,7.8
TEST DRIVE UNLIMITED,X360,2006.0,Racing,Atari,0.32,82,8.0
GOLDEN AXE: BEAST RIDER,PS3,2008.0,Action,Sega,0.32,44,5.8
DEAD OR ALIVE 5,X360,2012.0,Fighting,Ubisoft Annecy,0.32,76,8.0
LEGO MARVEL'S AVENGERS,XONE,2016.0,Action,Warner Bros. Interactive Entertainment,0.32,71,53.0
TEKKEN 6,PSP,2009.0,Fighting,Namco Bandai Games,0.32,82,8.2
KINETICA,PS2,2001.0,Racing,Sony Computer Entertainment,0.32,77,8.3
BEAUTIFUL KATAMARI,X360,2007.0,Puzzle,Namco Bandai Games,0.32,73,7.0
OVERLORD II,PS3,2009.0,Action,Codemasters,0.32,72,7.6
ARMY OF TWO: THE 40TH DAY,PSP,2010.0,Shooter,Electronic Arts,0.32,49,6.2
BATMAN: ARKHAM ASYLUM,PC,2009.0,Action,Eidos Interactive,0.32,91,8.6
CRASH OF THE TITANS,X360,2007.0,Action,Vivendi Games,0.32,65,6.5
THE LEGEND OF SPYRO: DAWN OF THE DRAGON,X360,2008.0,Platform,Vivendi Games,0.32,62,7.5
PREY,X360,2006.0,Shooter,Take-Two Interactive,0.32,79,7.4
MURDERED: SOUL SUSPECT,PS4,2014.0,Action,Square Enix,0.32,59,69.0
TONY HAWK'S AMERICAN WASTELAND,X360,2005.0,Sports,Activision,0.32,75,7.4
THE SETTLERS 7: PATHS TO A KINGDOM,PC,2010.0,Strategy,Ubisoft,0.32,79,5.2
TRACKMANIA TURBO,PS4,2016.0,Action,Ubisoft,0.32,81,76.0
DARKWATCH,PS2,2005.0,Shooter,Ubisoft,0.32,74,8.2
DANCE DANCE REVOLUTION UNIVERSE,X360,2007.0,Simulation,Konami Digital Entertainment,0.32,74,8.0
SIMANIMALS,WII,2009.0,Simulation,Electronic Arts,0.32,58,2.2
PRINCE OF PERSIA: THE SANDS OF TIME,GC,2003.0,Action,Ubisoft,0.32,92,8.2
SKY ODYSSEY,PS2,2000.0,Simulation,Sony Computer Entertainment,0.32,79,8.4
DIRT RALLY,PS4,2016.0,Racing,Codemasters,0.32,85,79.0
FIFA 2001 MAJOR LEAGUE SOCCER,PS,2000.0,Sports,Electronic Arts,0.32,85,7.8
FROGGER'S ADVENTURES: THE RESCUE,PS2,2003.0,Platform,Konami Digital Entertainment,0.32,59,8.5
KARAOKE REVOLUTION VOLUME 3,PS2,2004.0,Misc,Konami Digital Entertainment,0.32,82,7.8
ULTIMATE FIGHTING CHAMPIONSHIP: THROWDOWN,PS2,2002.0,Fighting,Ubisoft,0.32,68,8.0
MARVEL NEMESIS: RISE OF THE IMPERFECTS,PSP,2005.0,Fighting,Electronic Arts,0.32,58,8.6
HARRY POTTER AND THE HALF-BLOOD PRINCE,X360,2009.0,Action,Electronic Arts,0.32,64,3.9
DISNEY'S EXTREME SKATE ADVENTURE,PS2,2003.0,Sports,Activision,0.32,78,8.3
MIRROR'S EDGE CATALYST,PS4,2016.0,Platform,Electronic Arts,0.32,69,56.0
MANHUNT 2,PSP,2007.0,Action,Take-Two Interactive,0.32,69,8.1
MONSTER LAB,WII,2008.0,Role-Playing,Eidos Interactive,0.32,73,8.6
SEGA SMASH PACK,GBA,2002.0,Misc,Atari,0.32,60,5.0
CLIVE BARKER'S JERICHO,X360,2007.0,Shooter,Codemasters,0.32,63,7.4
CABELA'S DANGEROUS HUNTS 2011,X360,2010.0,Sports,Activision,0.32,55,6.0
CATHERINE,X360,2011.0,Adventure,Deep Silver,0.32,82,8.0
BLAZBLUE: CONTINUUM SHIFT,X360,2010.0,Fighting,PQube,0.32,85,8.7
"MONSTERS, INC.",PS2,2002.0,Adventure,Sony Computer Entertainment,0.32,52,7.5
JUST DANCE 2016,XONE,2015.0,Misc,Ubisoft,0.32,66,61.0
FABLE III,PC,2011.0,Role-Playing,Microsoft Game Studios,0.32,75,5.6
DRAGON BALL: XENOVERSE,XONE,2015.0,Fighting,Namco Bandai Games,0.31,67,73.0
FUEL,X360,2009.0,Racing,Codemasters,0.31,66,6.9
FISHING MASTER,WII,2007.0,Misc,Konami Digital Entertainment,0.31,58,8.1
CONTRA 4,DS,2007.0,Shooter,Konami Digital Entertainment,0.31,83,8.0
MADDEN NFL 2004,GBA,2003.0,Sports,Electronic Arts,0.31,70,6.6
BUST-A-MOVE UNIVERSE,3DS,2011.0,Puzzle,Square Enix,0.31,49,4.8
THE INCREDIBLE HULK,WII,2008.0,Action,Sega,0.31,46,6.0
NAMCO MUSEUM: VIRTUAL ARCADE,X360,2008.0,Misc,Atari,0.31,63,7.3
FIFA STREET,PS2,2005.0,Sports,Electronic Arts,0.31,59,7.9
STAR WARS EPISODE III: REVENGE OF THE SITH,DS,2005.0,Action,Ubisoft,0.31,73,7.8
HATSUNE MIKU: PROJECT MIRAI DX,3DS,2015.0,Misc,Sega,0.31,80,8.2
MLB 07: THE SHOW,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,77,7.5
HOMEFRONT: THE REVOLUTION,PS4,2016.0,Shooter,Deep Silver,0.31,48,40.0
DARK VOID,X360,2010.0,Action,Capcom,0.31,59,5.8
PRO EVOLUTION SOCCER 2013,X360,2012.0,Sports,Konami Digital Entertainment,0.31,82,6.9
KISS PINBALL,PS,2001.0,Action,Take-Two Interactive,0.31,26,3.8
FOOTBALL MANAGER 2016,PC,2015.0,Simulation,Sega,0.31,81,7.0
TRON: EVOLUTION,X360,2010.0,Action,Disney Interactive Studios,0.31,58,5.7
MYSIMS SKYHEROES,WII,2010.0,Action,Electronic Arts,0.31,67,5.3
MEGA MAN BATTLE NETWORK 2,GBA,2002.0,Action,Ubisoft,0.31,81,7.7
LITTLE KING'S STORY,WII,2009.0,Strategy,Rising Star Games,0.31,87,8.7
TIGER WOODS PGA TOUR 06,X360,2005.0,Sports,Electronic Arts,0.31,71,7.4
MAJOR LEAGUE BASEBALL 2K8,PS3,2008.0,Sports,Bethesda Softworks,0.31,67,5.6
KINGDOMS OF AMALUR: RECKONING,PC,2012.0,Role-Playing,Electronic Arts,0.31,81,6.7
NASCAR THUNDER 2003,GC,2002.0,Racing,Electronic Arts,0.31,85,6.6
SORCERY,PS3,2012.0,Action,Sony Computer Entertainment,0.31,70,7.3
NBA LIVE 08,PSP,2007.0,Sports,Electronic Arts,0.31,73,6.7
THE KING OF FIGHTERS XIII,PS3,2011.0,Fighting,Rising Star Games,0.31,77,8.2
NCAA FINAL FOUR 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.31,52,6.5
BLADE II,PS2,2002.0,Action,Activision,0.31,49,6.1
SHAUN WHITE SNOWBOARDING: WORLD STAGE,WII,2009.0,Sports,Ubisoft,0.31,72,8.7
MONSTERS VS. ALIENS,PS3,2009.0,Action,Activision,0.31,66,4.5
SILENT HILL: SHATTERED MEMORIES,PSP,2010.0,Action,Konami Digital Entertainment,0.31,73,7.6
DISNEY'S THE EMPEROR'S NEW GROOVE,PS,2000.0,Platform,Sony Computer Entertainment,0.31,66,7.6
DISNEY'S STITCH: EXPERIMENT 626,PS2,2002.0,Action,Sony Computer Entertainment,0.31,59,7.9
ORPHEN: SCION OF SORCERY,PS2,2000.0,Role-Playing,Activision,0.31,54,6.2
MAGNA CARTA 2,X360,2009.0,Role-Playing,Banpresto,0.3,69,7.0
ONE PIECE: UNLIMITED WORLD RED,PS3,2014.0,Action,Namco Bandai Games,0.3,71,7.2
SPYRO: ATTACK OF THE RHYNOCS,GBA,2003.0,Platform,Universal Interactive,0.3,72,7.4
STRANGLEHOLD,PS3,2007.0,Shooter,Midway Games,0.3,77,7.8
TRAUMA CENTER: NEW BLOOD,WII,2007.0,Simulation,Nintendo,0.3,77,8.1
1701 A.D.,PC,2006.0,Simulation,Deep Silver,0.3,79,7.7
BURNOUT,GC,2002.0,Racing,Acclaim Entertainment,0.3,78,8.0
CHAOS LEGION,PS2,2003.0,Action,Capcom,0.3,65,8.2
POWERUP HEROES,X360,2011.0,Fighting,Ubisoft,0.3,61,7.5
NASCAR 2011: THE GAME,X360,2011.0,Racing,Activision,0.3,62,4.1
NEOPETS: THE DARKEST FAERIE,PS2,2005.0,Adventure,Sony Computer Entertainment,0.3,61,8.4
24: THE GAME,PS2,2006.0,Adventure,Sony Computer Entertainment,0.3,62,8.2
SPIDER-MAN 3,PSP,2007.0,Platform,Activision,0.3,52,7.1
ZOO TYCOON 2 DS,DS,2008.0,Strategy,THQ,0.3,60,5.4
LOONEY TUNES: DUCK AMUCK,DS,2007.0,Action,Warner Bros. Interactive Entertainment,0.3,66,8.0
THE SIMS 2,PC,2004.0,Simulation,Electronic Arts,0.3,90,8.7
TOM CLANCY'S SPLINTER CELL 3D,3DS,2011.0,Action,Ubisoft,0.3,53,5.8
WACKY RACES: CRASH & DASH,WII,2008.0,Racing,Eidos Interactive,0.3,39,6.2
SENGOKU BASARA: SAMURAI HEROES,WII,2010.0,Action,Capcom,0.3,65,8.7
TROPICO 5,PS4,2015.0,Simulation,Kalypso Media,0.3,76,71.0
CRAZY TAXI: CATCH A RIDE,GBA,2003.0,Racing,THQ,0.3,48,5.9
HARRY POTTER AND THE ORDER OF THE PHOENIX,X360,2007.0,Action,Electronic Arts,0.3,68,4.5
ARMY MEN: AIR ATTACK 2,PS,2000.0,Action,3DO,0.3,74,5.8
NEED FOR SPEED: MOST WANTED,PC,2005.0,Racing,Electronic Arts,0.3,82,8.7
PRIDE FC: FIGHTING CHAMPIONSHIPS,PS2,2003.0,Fighting,THQ,0.3,73,8.7
ETERNAL RING,PS2,2000.0,Role-Playing,Ubisoft,0.3,62,6.5
SPIDER-MAN: FRIEND OR FOE,X360,2007.0,Action,Activision,0.3,60,6.5
FIFA 15,PC,2014.0,Sports,Electronic Arts,0.3,82,4.5
SHOWDOWN: LEGENDS OF WRESTLING,PS2,2004.0,Fighting,Acclaim Entertainment,0.3,55,6.0
CAPCOM CLASSICS COLLECTION REMIXED,PSP,2006.0,Misc,Capcom,0.3,72,6.3
SIMCITY 4,PC,2003.0,Simulation,Electronic Arts,0.3,84,8.7
CALL OF JUAREZ: THE CARTEL,PS3,2011.0,Shooter,Ubisoft,0.3,45,5.4
FULL SPECTRUM WARRIOR,PS2,2005.0,Strategy,THQ,0.3,74,8.0
THE SIMS 2: PETS,PS2,2006.0,Simulation,Electronic Arts,0.3,68,7.8
MEGA MAN ZX,DS,2006.0,Platform,Capcom,0.3,76,8.9
WANTED: WEAPONS OF FATE,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.3,61,7.0
GUITAR HERO: VAN HALEN,X360,2009.0,Misc,Activision,0.3,57,5.8
SHARK TALE,GC,2004.0,Action,Activision,0.3,69,4.5
TRACE MEMORY,DS,2005.0,Adventure,Nintendo,0.3,70,8.2
FIFA STREET 3,X360,2008.0,Sports,Electronic Arts,0.3,63,6.8
DRAGON BALL Z: BUDOKAI TENKAICHI 2,WII,2006.0,Fighting,Atari,0.3,72,8.5
SCOOBY-DOO! NIGHT OF 100 FRIGHTS,GC,2002.0,Platform,THQ,0.3,68,7.5
GRANDIA II,PS2,2002.0,Role-Playing,Ubisoft,0.29,71,8.8
SYPHON FILTER: DARK MIRROR,PSP,2006.0,Shooter,Sony Computer Entertainment,0.29,87,8.7
FRONT MISSION EVOLVED,PS3,2010.0,Shooter,Square Enix,0.29,58,6.1
MINI NINJAS,X360,2009.0,Action,Eidos Interactive,0.29,73,8.3
NIER,X360,2010.0,Role-Playing,Square Enix,0.29,67,8.4
X-MEN LEGENDS II: RISE OF APOCALYPSE,PSP,2005.0,Role-Playing,Activision,0.29,84,8.0
THE CHRONICLES OF RIDDICK: ASSAULT ON DARK ATHENA,X360,2009.0,Shooter,Atari,0.29,82,8.1
NEED FOR SPEED UNDERGROUND,GBA,2003.0,Racing,Electronic Arts,0.29,77,8.3
MLB POWER PROS,WII,2007.0,Sports,Konami Digital Entertainment,0.29,83,8.0
UP,X360,2009.0,Action,THQ,0.29,61,6.8
PRINCE OF PERSIA: RIVAL SWORDS,WII,2007.0,Action,Ubisoft,0.29,70,7.8
MAJIN AND THE FORSAKEN KINGDOM,PS3,2010.0,Adventure,Namco Bandai Games,0.29,72,7.8
NBA STREET V3,GC,2005.0,Sports,Electronic Arts,0.29,88,8.4
FLATOUT: HEAD ON,PSP,2008.0,Racing,Empire Interactive,0.29,74,8.2
THE BUREAU: XCOM DECLASSIFIED,PS3,2013.0,Shooter,Take-Two Interactive,0.29,69,6.8
NBA LIVE 06,X360,2005.0,Sports,Electronic Arts,0.29,64,6.1
GUITAR HERO: VAN HALEN,WII,2009.0,Misc,Activision,0.29,50,5.7
RATCHET & CLANK: SIZE MATTERS,PS2,2008.0,Platform,Sony Computer Entertainment,0.29,62,6.6
DEF JAM RAPSTAR,X360,2010.0,Misc,Konami Digital Entertainment,0.29,74,5.4
STARHAWK,PS3,2012.0,Action,Sony Computer Entertainment,0.29,77,7.8
ACE COMBAT: JOINT ASSAULT,PSP,2010.0,Simulation,Namco Bandai Games,0.29,71,7.4
MEDIEVAL MOVES: DEADMUND'S QUEST,PS3,2011.0,Action,Sony Computer Entertainment,0.29,61,6.5
MEGA MAN X8,PS2,2004.0,Platform,Capcom,0.29,68,8.5
BLADESTORM: THE HUNDRED YEARS' WAR,PS3,2007.0,Action,Tecmo Koei,0.29,58,7.9
WORLD OF TANKS,PC,2011.0,Shooter,Wargaming.net,0.29,80,3.4
TURNING POINT: FALL OF LIBERTY,X360,2008.0,Shooter,Codemasters,0.29,43,6.8
HEROES OF THE PACIFIC,PS2,2005.0,Simulation,Codemasters,0.29,76,8.4
DEAD RISING: CHOP TILL YOU DROP,WII,2009.0,Action,Capcom,0.29,61,6.4
THE LORD OF THE RINGS: THE THIRD AGE,GC,2004.0,Role-Playing,Electronic Arts,0.29,74,7.8
FABLE: THE JOURNEY,X360,2012.0,Role-Playing,Microsoft Game Studios,0.29,61,4.7
SONIC BOOM: SHATTERED CRYSTAL,3DS,2014.0,Action,Sega,0.29,47,6.0
OPERATION FLASHPOINT: RED RIVER,X360,2011.0,Shooter,Codemasters,0.29,69,5.9
TRANSFORMERS: DARK OF THE MOON,X360,2011.0,Action,Activision,0.29,59,6.5
GRID 2,X360,2013.0,Racing,Codemasters,0.29,78,5.7
WWII ACES,WII,2008.0,Simulation,Destineer,0.29,41,5.4
PUZZLE QUEST: CHALLENGE OF THE WARLORDS,WII,2007.0,Puzzle,D3Publisher,0.29,71,6.2
DYNASTY TACTICS,PS2,2002.0,Strategy,Tecmo Koei,0.29,79,8.1
TRIVIAL PURSUIT,PS3,2009.0,Misc,Electronic Arts,0.29,66,7.1
SHREK THE THIRD,WII,2007.0,Action,Activision,0.29,57,4.4
BORDERLANDS: THE PRE-SEQUEL,PC,2014.0,Shooter,Take-Two Interactive,0.29,75,6.4
RAYMAN 3: HOODLUM HAVOC,PS2,2003.0,Platform,Ubisoft,0.29,76,8.8
PSI-OPS: THE MINDGATE CONSPIRACY,PS2,2004.0,Shooter,Midway Games,0.29,84,8.8
SAW,X360,2009.0,Action,Konami Digital Entertainment,0.29,59,7.3
NASCAR 08,X360,2007.0,Racing,Electronic Arts,0.29,59,5.2
WORLD OF WARCRAFT: LEGION,PC,2016.0,Role-Playing,Activision,0.29,88,7.5
EL SHADDAI: ASCENSION OF THE METATRON,PS3,2011.0,Action,Ignition Entertainment,0.29,78,7.5
FAMILY GUY: BACK TO THE MULTIVERSE,PS3,2012.0,Action,Activision,0.29,40,6.5
SPYRO: A HERO'S TAIL,GC,2004.0,Platform,Vivendi Games,0.29,62,7.9
EARTHWORM JIM,GBA,2001.0,Platform,Interplay,0.29,72,5.9
THE GOLDEN COMPASS,PS3,2007.0,Action,Sega,0.29,40,4.8
F1 RACE STARS,X360,2012.0,Racing,Codemasters,0.29,64,5.9
RUGBY WORLD CUP 2011,X360,2011.0,Sports,505 Games,0.28,55,3.9
ICE AGE: DAWN OF THE DINOSAURS,WII,2009.0,Action,Activision,0.28,75,8.8
MONSTER 4X4: MASTERS OF METAL,PS2,2003.0,Racing,Ubisoft,0.28,48,8.3
DRAGON BALL GT: TRANSFORMATION,GBA,2005.0,Action,Atari,0.28,69,7.9
METAL GEAR SOLID V: GROUND ZEROES,XONE,2014.0,Action,Konami Digital Entertainment,0.28,76,55.0
MONOPOLY STREETS,X360,2010.0,Misc,Electronic Arts,0.28,66,6.6
SHADOW HEARTS,PS2,2001.0,Role-Playing,Midway Games,0.28,73,8.9
ONE PIECE: BURNING BLOOD,PS4,2016.0,Fighting,Namco Bandai Games,0.28,66,73.0
R: RACING EVOLUTION,PS2,2003.0,Racing,Namco Bandai Games,0.28,66,6.2
ATV QUAD POWER RACING 2,GC,2003.0,Racing,Acclaim Entertainment,0.28,70,8.4
SIREN: BLOOD CURSE,PS3,2008.0,Action,Sony Computer Entertainment,0.28,78,8.1
PRO EVOLUTION SOCCER 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.28,85,73.0
CHROMEHOUNDS,X360,2006.0,Simulation,Sega,0.28,71,7.0
PIRATES OF THE CARIBBEAN: DEAD MAN'S CHEST,PSP,2006.0,Adventure,Disney Interactive Studios,0.28,52,8.2
ASSASSIN'S CREED II: DISCOVERY,DS,2009.0,Action,Ubisoft,0.28,69,7.5
AVATAR: THE LAST AIRBENDER,WII,2006.0,Adventure,THQ,0.28,56,5.8
VIEWTIFUL JOE,PS2,2004.0,Action,Capcom,0.28,90,8.3
DEAD TO RIGHTS: RETRIBUTION,PS3,2010.0,Shooter,Namco Bandai Games,0.28,60,6.0
HARRY POTTER AND THE SORCERER'S STONE,PS2,2003.0,Action,Electronic Arts,0.28,56,7.5
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 4,XONE,2016.0,Fighting,Namco Bandai Games,0.28,80,84.0
JACKASS THE GAME,PS2,2007.0,Action,Empire Interactive,0.28,58,6.7
ARMY OF TWO: THE DEVIL'S CARTEL,PS3,2013.0,Shooter,Electronic Arts,0.28,58,6.7
SYPHON FILTER: DARK MIRROR,PS2,2007.0,Shooter,Sony Computer Entertainment,0.28,70,8.0
MLB 07: THE SHOW,PSP,2007.0,Sports,Sony Computer Entertainment,0.28,82,8.0
DRIVER: PARALLEL LINES,PS2,2006.0,Racing,Atari,0.28,69,7.0
SING PARTY,WIIU,2012.0,Misc,Nintendo,0.28,60,54.0
BACKYARD WRESTLING 2: THERE GOES THE NEIGHBORHOOD,PS2,2004.0,Fighting,Eidos Interactive,0.28,46,4.7
VIRTUA FIGHTER 5 ONLINE,X360,2007.0,Fighting,Sega,0.28,89,7.6
BIONIC COMMANDO,X360,2009.0,Platform,Capcom,0.28,70,7.3
NFL BLITZ 20-02,PS2,2002.0,Sports,Midway Games,0.28,76,8.9
SHADOWS OF THE DAMNED,PS3,2011.0,Action,Electronic Arts,0.28,77,8.1
UEFA EURO 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.28,72,65.0
SOUL NOMAD & THE WORLD EATERS,PS2,2007.0,Role-Playing,Tecmo Koei,0.28,73,7.9
ROLLERCOASTER TYCOON 3,PC,2004.0,Strategy,Atari,0.28,81,5.4
BASS STRIKE,PS2,2001.0,Sports,THQ,0.28,57,5.8
NHL HITZ 20-03,PS2,2002.0,Sports,Midway Games,0.28,82,8.4
OVER THE HEDGE,DS,2006.0,Platform,Activision,0.28,71,7.0
THE WARRIORS,PSP,2007.0,Action,Take-Two Interactive,0.28,81,7.9
PATAPON 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.28,74,7.6
GUITAR HERO: VAN HALEN,PS3,2009.0,Misc,Activision,0.28,59,5.2
TRANSFORMERS: CYBERTRON ADVENTURES,WII,2010.0,Action,Activision,0.28,41,6.7
DAVE MIRRA FREESTYLE BMX 2,GC,2001.0,Sports,Acclaim Entertainment,0.28,78,7.7
PUPPETEER,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.28,80,8.5
SUMMER HEAT BEACH VOLLEYBALL,PS2,2003.0,Sports,Acclaim Entertainment,0.28,65,7.7
DEAD RISING 2: OFF THE RECORD,X360,2011.0,Action,Capcom,0.28,72,7.4
MYST III: EXILE,PS2,2002.0,Adventure,Ubisoft,0.28,57,7.0
CASTLEVANIA: ARIA OF SORROW,GBA,2003.0,Platform,Konami Digital Entertainment,0.28,91,8.8
R.U.S.E.,PC,2010.0,Strategy,Ubisoft,0.28,76,8.0
EXCITEBOTS: TRICK RACING,WII,2009.0,Racing,Nintendo,0.28,77,8.1
DEADPOOL,PS4,2015.0,Action,Activision,0.28,60,60.0
DRAGON BALL Z: BUDOKAI 2,GC,2004.0,Fighting,Atari,0.27,66,6.3
IRON MAN 2,X360,2010.0,Action,Sega,0.27,41,5.8
EVIL DEAD: HAIL TO THE KING,PS,2000.0,Adventure,THQ,0.27,51,6.3
DAVE MIRRA FREESTYLE BMX: MAXIMUM REMIX,PS,2001.0,Sports,Acclaim Entertainment,0.27,67,8.1
R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.27,78,7.0
HATSUNE MIKU: PROJECT DIVA F,PS3,2013.0,Misc,Sega,0.27,73,8.4
RESIDENT EVIL: DEADLY SILENCE,DS,2006.0,Action,Capcom,0.27,71,8.4
PAC-PIX,DS,2005.0,Puzzle,Namco Bandai Games,0.27,71,7.3
THE EVIL WITHIN,PC,2014.0,Action,Bethesda Softworks,0.27,68,6.6
ATHENS 2004,PS2,2004.0,Sports,Sony Computer Entertainment,0.27,61,7.4
PRO RACE DRIVER,PS2,2002.0,Racing,Codemasters,0.27,81,8.5
THE CLUB,X360,2008.0,Shooter,Sega,0.27,76,6.8
RHYTHM THIEF & THE EMPEROR'S TREASURE,3DS,2012.0,Misc,Sega,0.27,76,8.1
ROCKY: LEGENDS,PS2,2004.0,Action,Ubisoft,0.27,65,8.6
NHL 07,X360,2006.0,Sports,Electronic Arts,0.27,79,5.3
THE ADVENTURES OF TINTIN: THE GAME,PS3,2011.0,Action,Ubisoft,0.27,59,5.7
WAVE RALLY,PS2,2001.0,Racing,Eidos Interactive,0.27,62,4.5
DISGAEA 5: ALLIANCE OF VENGEANCE,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.27,80,82.0
TY THE TASMANIAN TIGER,GC,2002.0,Platform,Electronic Arts,0.27,69,8.5
WWE ROAD TO WRESTLEMANIA X8,GBA,2002.0,Fighting,THQ,0.27,73,7.5
SHERLOCK HOLMES: CRIMES & PUNISHMENTS,PS4,2014.0,Adventure,Focus Home Interactive,0.27,73,72.0
BLOODRAYNE 2,PS2,2004.0,Shooter,THQ,0.27,70,8.5
SPIDER-MAN: WEB OF SHADOWS,PS3,2008.0,Action,Activision,0.27,67,7.7
TROPICO 4,PC,2011.0,Strategy,Kalypso Media,0.27,78,7.7
CALL OF JUAREZ: THE CARTEL,X360,2011.0,Shooter,Ubisoft,0.27,47,5.7
SHADOW OF ROME,PS2,2005.0,Action,Capcom,0.27,75,8.4
HARRY POTTER AND THE ORDER OF THE PHOENIX,PS2,2007.0,Action,Electronic Arts,0.27,61,5.6
MOTOGP,PS2,2000.0,Racing,Namco Bandai Games,0.27,77,6.0
ROCK REVOLUTION,X360,2008.0,Misc,Konami Digital Entertainment,0.27,38,5.1
ETRIAN ODYSSEY II: HEROES OF LAGAARD,DS,2008.0,Role-Playing,Atlus,0.27,82,8.2
LEGO THE HOBBIT,XONE,2014.0,Action,Warner Bros. Interactive Entertainment,0.27,69,69.0
THE INCREDIBLE HULK,PS3,2008.0,Action,Sega,0.27,55,6.9
RESIDENT EVIL: REVELATIONS,X360,2013.0,Action,Capcom,0.27,75,7.5
NASCAR 2011: THE GAME,PS3,2011.0,Racing,Activision,0.27,62,4.4
SHIN MEGAMI TENSEI: DEVIL SURVIVOR,DS,2009.0,Role-Playing,Atlus,0.27,84,4.5
XGIII: EXTREME G RACING,PS2,2001.0,Racing,Acclaim Entertainment,0.27,81,8.2
NBA LIVE 2004,GC,2003.0,Sports,Electronic Arts,0.27,84,7.7
SECTION 8,X360,2009.0,Shooter,SouthPeak Games,0.27,69,7.3
AMERICA'S TEST KITCHEN: LET'S GET COOKING,DS,2010.0,Simulation,Nintendo,0.27,87,6.3
THE INCREDIBLE HULK,X360,2008.0,Action,Sega,0.27,55,6.4
REIGN OF FIRE,PS2,2002.0,Shooter,BAM! Entertainment,0.27,56,7.0
THE SIMS 2: PETS,GC,2006.0,Simulation,Electronic Arts,0.27,66,7.3
BATMAN: ARKHAM ORIGINS BLACKGATE,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.27,68,7.0
THE BIGS,X360,2007.0,Sports,Take-Two Interactive,0.27,79,8.4
MADDEN NFL 08,DS,2007.0,Sports,Electronic Arts,0.27,71,8.2
JURASSIC PARK: OPERATION GENESIS,PS2,2003.0,Simulation,Konami Digital Entertainment,0.27,75,8.8
DEADLY PREMONITION,X360,2010.0,Action,Rising Star Games,0.27,68,8.3
ULTIMATE NES REMIX,3DS,2014.0,Action,Unknown,0.27,69,7.8
NFL STREET 3,PSP,2006.0,Sports,Electronic Arts,0.27,68,8.3
INUYASHA: FEUDAL COMBAT,PS2,2005.0,Fighting,Namco Bandai Games,0.27,52,8.3
DUEL MASTERS,PS2,2004.0,Strategy,Atari,0.27,66,8.3
SUPERMAN RETURNS,X360,2006.0,Action,Electronic Arts,0.27,51,6.0
RORY MCILROY PGA TOUR,XONE,2015.0,Action,Electronic Arts,0.27,60,42.0
DYNASTY WARRIORS 7: XTREME LEGENDS,PS3,2011.0,Action,Tecmo Koei,0.27,64,7.7
FISH TYCOON,DS,2007.0,Simulation,Majesco Entertainment,0.27,46,7.0
DON KING BOXING,WII,2009.0,Sports,Take-Two Interactive,0.27,55,5.5
ANGRY BIRDS TRILOGY,X360,2012.0,Action,Activision,0.27,63,3.5
DRAGON BALL Z: TENKAICHI TAG TEAM,PSP,2010.0,Fighting,Namco Bandai Games,0.27,63,8.4
NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.26,63,6.3
ALL-PRO FOOTBALL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.26,75,6.8
DUNGEONS & DRAGONS: EYE OF THE BEHOLDER,GBA,2002.0,Role-Playing,Atari,0.26,57,5.9
BATTLESTATIONS: MIDWAY,X360,2007.0,Strategy,Eidos Interactive,0.26,73,7.1
RAYMAN DS,DS,2005.0,Platform,Ubisoft,0.26,58,7.5
CREATE,WII,2010.0,Action,Electronic Arts,0.26,62,7.8
RUNE: VIKING WARLORD,PS2,2001.0,Action,Take-Two Interactive,0.26,53,7.6
MLB SLUGFEST 2006,PS2,2006.0,Sports,Midway Games,0.26,56,7.5
CRASH TAG TEAM RACING,PSP,2005.0,Racing,Vivendi Games,0.26,68,7.2
PRISON BREAK: THE CONSPIRACY,PS3,2010.0,Action,Deep Silver,0.26,42,3.9
FINAL FANTASY V ADVANCE,GBA,2006.0,Role-Playing,Nintendo,0.26,83,8.4
STAR TREK: INVASION,PS,2000.0,Simulation,Activision,0.26,76,7.5
FINAL FANTASY CRYSTAL CHRONICLES: ECHOES OF TIME,WII,2009.0,Role-Playing,Square Enix,0.26,64,6.2
RACQUET SPORTS,WII,2010.0,Sports,Ubisoft,0.26,51,8.3
THE ELDER SCROLLS IV: OBLIVION,PC,2006.0,Role-Playing,Take-Two Interactive,0.26,94,8.2
