Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_Score,User_Score
7393,HBO BOXING,PS,2000.0,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,26,4.0
7402,NAMCO MUSEUM MEGAMIX,WII,2010.0,Misc,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21,53,8.7
7404,HOT SHOTS TENNIS: GET A GRIP,PSP,2010.0,Sports,Sony Computer Entertainment,0.06,0.0,0.13,0.01,0.21,80,8.2
7405,SUMMONER 2,PS2,2002.0,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76,8.4
7407,SHADOW OF DESTINY,PS2,2001.0,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78,8.4
7416,CRUIS'N EXOTICA,N64,2000.0,Racing,Midway Games,0.17,0.04,0.0,0.0,0.21,43,7.3
7419,HEROES OF RUIN,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69,7.4
7422,SBK SUPERBIKE WORLD CHAMPIONSHIP,X360,2008.0,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,63,8.0
7430,VAMPIRE RAIN,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38,3.0
7431,WAY OF THE SAMURAI 3,X360,2009.0,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55,7.0
7432,DEUS EX: THE CONSPIRACY,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81,8.9
7434,RUMBLE RACING,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85,8.4
7436,DISGAEA D2: A BRIGHTER DARKNESS,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.01,0.21,74,8.1
7444,NHL HITZ 20-02,GC,2001.0,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,79,8.6
7446,NCAA FOOTBALL 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91,8.1
7447,STOKED,X360,2009.0,Sports,Zushi Games,0.18,0.01,0.0,0.01,0.21,68,8.6
7450,PROJECT: SNOWBLIND,PS2,2005.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,78,8.3
7453,MORTAL KOMBAT: SPECIAL FORCES,PS,2000.0,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,28,2.1
7456,DRAGON BALL Z: HARUKANARU DENSETSU,DS,2007.0,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.21,57,6.5
7457,WACKY RACES: CRASH & DASH,DS,2008.0,Racing,Eidos Interactive,0.19,0.0,0.0,0.01,0.21,41,6.0
7461,EVIL DEAD: REGENERATION,PS2,2005.0,Action,THQ,0.1,0.08,0.0,0.03,0.21,68,8.5
7462,DEAD TO RIGHTS: RETRIBUTION,X360,2010.0,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,61,6.9
7463,NCAA MARCH MADNESS 07,X360,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67,7.1
7468,TIGER WOODS PGA TOUR,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78,7.4
7470,NHL 2K3,PS2,2002.0,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89,7.8
7475,FINAL FIGHT ONE,GBA,2001.0,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82,7.9
7480,DAWN OF DISCOVERY,WII,2009.0,Simulation,Ubisoft,0.13,0.06,0.0,0.02,0.21,81,8.1
7486,DEFIANCE,PC,2013.0,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,64,6.6
7491,DRAGON BALL Z: SAGAS,GC,2005.0,Fighting,Atari,0.16,0.04,0.0,0.01,0.21,48,6.0
7492,KUNG FU RIDER,PS3,2010.0,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21,36,4.5
7497,THRILLVILLE,PSP,2006.0,Strategy,Atari,0.18,0.0,0.0,0.02,0.2,72,2.9
7504,ENCHANTED ARMS,PS3,2007.0,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,64,6.0
7506,WWE ALL STARS,WII,2011.0,Fighting,THQ,0.11,0.07,0.0,0.02,0.2,68,7.2
7509,YOU DON'T KNOW JACK,X360,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.2,82,7.9
7511,NBA LIVE 15,XONE,2014.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.2,53,68.0
7512,CAPCOM FIGHTING EVOLUTION,PS2,2004.0,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2,57,5.2
7513,FROGGER 3D,3DS,2011.0,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2,54,6.1
7519,DARKSTAR ONE: BROKEN ALLIANCE,X360,2010.0,Simulation,Kalypso Media,0.11,0.08,0.0,0.02,0.2,63,6.7
7523,TWO WORLDS II,PC,2011.0,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2,75,6.4
7524,SUIKODEN TACTICS,PS2,2005.0,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,8.5
7526,MAJOR LEAGUE BASEBALL 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72,6.3
7527,MOBILE SUIT GUNDAM: CROSSFIRE,PS3,2006.0,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,33,5.0
7534,"WARHAMMER 40,000: SPACE MARINE",PC,2011.0,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,74,7.5
7545,ARCANA HEART 3,PS3,2011.0,Fighting,PQube,0.04,0.05,0.1,0.02,0.2,73,7.5
7549,MLB 10: THE SHOW,PSP,2010.0,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.2,79,6.8
7557,DRAGON BALL: REVENGE OF KING PICCOLO,WII,2009.0,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,65,7.5
7558,SPECTROBES: ORIGINS,WII,2009.0,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.02,0.2,71,8.6
7559,EARTH DEFENSE FORCE: INSECT ARMAGEDDON,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63,7.1
7560,PITFALL: THE LOST EXPEDITION,PS2,2004.0,Platform,Activision,0.1,0.08,0.0,0.03,0.2,70,8.4
7561,MARVEL: ULTIMATE ALLIANCE 2,DS,2009.0,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65,7.0
7563,ASSASSIN'S CREED SYNDICATE,PC,2015.0,Action,Ubisoft,0.1,0.08,0.0,0.02,0.2,74,6.4
7565,LE MANS 24 HOURS,PS2,2001.0,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75,7.6
7566,XCOM 2,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2,88,7.3
7572,CLIVE BARKER'S JERICHO,PS3,2007.0,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,60,7.2
7574,CAPTAIN AMERICA: SUPER SOLDIER,PS3,2011.0,Action,Sega,0.1,0.07,0.0,0.03,0.2,61,7.3
7577,NHL 17,PS4,2016.0,Sports,Electronic Arts,0.13,0.04,0.0,0.04,0.2,78,56.0
7582,X2: WOLVERINE'S REVENGE,GBA,2003.0,Platform,Activision,0.14,0.05,0.0,0.0,0.2,72,7.2
7588,WARRIORS OROCHI,PSP,2008.0,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,62,6.5
7589,DEAD TO RIGHTS II,PS2,2005.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,51,5.1
7592,RIDGE RACER 6,X360,2005.0,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74,7.4
7597,FRONT MISSION EVOLVED,X360,2010.0,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58,6.1
7600,MONSTER JAM,X360,2007.0,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43,6.0
7601,AFRO SAMURAI,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,0.2,65,6.3
7603,ZONE OF THE ENDERS HD COLLECTION,X360,2012.0,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2,75,8.1
7604,TY THE TASMANIAN TIGER 2: BUSH RESCUE,GC,2004.0,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,70,8.6
7613,STAR WARS: BATTLEFRONT,PC,2004.0,Shooter,LucasArts,0.06,0.12,0.0,0.02,0.2,76,8.4
7627,NBA 07,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68,7.0
7631,CODE OF PRINCESS,3DS,2012.0,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,67,7.4
7632,TOMB RAIDER: UNDERWORLD,DS,2008.0,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2,70,7.8
7633,THE CON,PSP,2005.0,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63,7.2
7634,TONY HAWK'S PRO SKATER 5,PS4,2015.0,Sports,Activision,0.09,0.08,0.0,0.03,0.2,32,14.0
7642,UFC PERSONAL TRAINER: THE ULTIMATE FITNESS SYSTEM,PS3,2011.0,Sports,THQ,0.08,0.09,0.0,0.04,0.2,65,2.4
7643,TOTAL WAR: SHOGUN 2 - FALL OF THE SAMURAI,PC,2012.0,Strategy,Sega,0.07,0.1,0.0,0.03,0.2,86,8.5
7647,UNTOLD LEGENDS: DARK KINGDOM,PS3,2006.0,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58,7.1
7656,GRANDIA II,DC,2000.0,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,90,8.6
7662,NFL STREET 2,GC,2004.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,77,7.6
7664,TEENAGE MUTANT NINJA TURTLES 3: MUTANT NIGHTMARE,PS2,2005.0,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53,7.3
7666,SOLDIER OF FORTUNE: PAYBACK,X360,2007.0,Shooter,Activision,0.18,0.01,0.0,0.01,0.2,50,5.6
7669,GLADIUS,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78,7.8
7672,SPORE HERO ARENA,DS,2009.0,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.2,49,2.2
7677,BAJA: EDGE OF CONTROL,X360,2008.0,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65,7.1
7678,SID MEIER'S PIRATES!,PSP,2007.0,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,82,7.9
7680,TAIKO DRUM MASTER,PS2,2004.0,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77,8.1
7682,HARRY POTTER AND THE GOBLET OF FIRE,PSP,2005.0,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70,6.9
7684,SOUTH PARK: THE STICK OF TRUTH,PC,2014.0,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,85,8.6
7689,FORGOTTEN REALMS: DEMON STONE,PS2,2004.0,Action,Atari,0.1,0.08,0.0,0.03,0.2,71,6.9
7692,RESIDENT EVIL: REVELATIONS,WIIU,2013.0,Action,Capcom,0.07,0.08,0.03,0.01,0.2,80,75.0
7694,LOONEY TUNES: SPACE RACE,PS2,2002.0,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,62,7.0
7698,PLAYBOY: THE MANSION,PS2,2005.0,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59,7.6
7703,TIGER WOODS PGA TOUR 06,PSP,2005.0,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80,7.9
7704,CONAN,X360,2007.0,Action,THQ,0.16,0.02,0.0,0.02,0.2,69,7.4
7707,WARRIORS OROCHI,X360,2007.0,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53,6.9
7708,MC GROOVZ DANCE CRAZE,GC,2004.0,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42,6.8
7713,X-MEN ORIGINS: WOLVERINE,DS,2009.0,Action,Activision,0.15,0.03,0.0,0.02,0.2,55,8.5
7717,FAMILY GUY,PSP,2006.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2,51,6.2
7718,PRINCE OF PERSIA: WARRIOR WITHIN,GC,2004.0,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83,7.8
7723,MEGA MAN LEGACY COLLECTION,3DS,2016.0,Platform,Capcom,0.13,0.0,0.05,0.02,0.2,77,8.5
7724,PREDATOR: CONCRETE JUNGLE,PS2,2005.0,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47,8.7
7727,BIG MUTHA TRUCKERS 2,PS2,2005.0,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51,2.1
7731,ZOMBIE ARMY TRILOGY,PS4,2015.0,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2,62,68.0
7732,NHL FACEOFF 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57,4.0
7734,THE GREAT ESCAPE,PS2,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2,57,8.0
7737,DIRT SHOWDOWN,PS3,2012.0,Racing,Codemasters,0.02,0.13,0.0,0.04,0.19,75,6.4
7746,METRO: LAST LIGHT,PC,2013.0,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82,8.5
7748,SILENT HILL HD COLLECTION,X360,2012.0,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69,5.6
7749,BOUND BY FLAME,PS4,2014.0,Role-Playing,Focus Home Interactive,0.07,0.08,0.0,0.04,0.19,53,58.0
7750,CONFLICT: DENIED OPS,X360,2008.0,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52,4.9
7751,SAW II: FLESH & BLOOD,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19,45,6.2
7752,ICE AGE: DAWN OF THE DINOSAURS,PS3,2009.0,Action,Activision,0.13,0.04,0.0,0.02,0.19,67,7.3
7753,SNIPER ELITE,PS2,2005.0,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76,8.7
7766,ENCHANTED ARMS,X360,2006.0,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69,6.7
7767,DINOTOPIA: THE TIMESTONE PIRATES,GBA,2002.0,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,64,8.4
7770,THE SIMS 4: GET TOGETHER,PC,2015.0,Simulation,Electronic Arts,0.05,0.13,0.0,0.01,0.19,72,7.1
7772,PAC-MAN & GALAGA DIMENSIONS,3DS,2011.0,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,60,7.1
7773,QUANTUM THEORY,PS3,2010.0,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43,5.1
7775,NCAA FINAL FOUR 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57,6.0
7780,DISGAEA DS,DS,2008.0,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,0.19,82,7.9
7781,PETER JACKSON'S KING KONG: THE OFFICIAL GAME OF THE MOVIE,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56,6.3
7782,SPACE INVADERS EXTREME 2,DS,2009.0,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82,7.4
7790,FINAL FANTASY XI,X360,2006.0,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66,6.4
7793,DANTE'S INFERNO,PSP,2010.0,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,70,8.1
7800,SUPREME COMMANDER 2,PC,2010.0,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77,6.2
7801,DANCEMASTERS,X360,2010.0,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63,6.4
7802,50 CENT: BLOOD ON THE SAND,PS3,2009.0,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72,7.0
7803,DISNEY'S MAGICAL MIRROR STARRING MICKEY MOUSE,GC,2002.0,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,50,7.8
7804,NEED FOR SPEED: THE RUN,3DS,2011.0,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65,6.7
7806,CONFLICT: DENIED OPS,PS3,2008.0,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51,3.1
7807,FACEBREAKER,X360,2008.0,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54,6.5
7808,MAJOR LEAGUE BASEBALL 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,68,4.4
7809,MIGHT & MAGIC: CLASH OF HEROES,DS,2009.0,Role-Playing,Ubisoft,0.16,0.02,0.0,0.01,0.19,86,7.6
7816,MAJIN AND THE FORSAKEN KINGDOM,X360,2010.0,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74,8.1
7819,SPIDER-MAN: SHATTERED DIMENSIONS,DS,2010.0,Action,Activision,0.17,0.01,0.0,0.01,0.19,73,7.9
7820,ALIENS VERSUS PREDATOR: EXTINCTION,PS2,2003.0,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66,8.4
7821,PLANTS VS. ZOMBIES,PS3,2011.0,Strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19,85,7.9
7822,NBA LIVE 14,XONE,2013.0,Sports,Electronic Arts,0.16,0.02,0.0,0.01,0.19,36,31.0
7827,NHL HITZ PRO,PS2,2003.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79,8.4
7828,TOM CLANCY'S SPLINTER CELL: BLACKLIST,PC,2013.0,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19,82,7.5
7832,BINARY DOMAIN,X360,2012.0,Action,Sega,0.09,0.07,0.02,0.02,0.19,74,8.1
7835,ARMORED CORE: FOR ANSWER,PS3,2008.0,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62,7.6
7844,FREQUENCY,PS2,2001.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83,8.6
7845,DEATH JR.,PSP,2005.0,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61,7.1
7851,SPONGEBOB SQUIGGLEPANTS 3D,3DS,2011.0,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64,6.5
7869,SQUEEBALLS PARTY,WII,2009.0,Puzzle,Performance Designed Products,0.18,0.0,0.0,0.01,0.19,59,7.8
7873,TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,GC,2004.0,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49,5.7
7874,SAINTS ROW IV,PC,2013.0,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86,7.4
7875,FIGHTER WITHIN,XONE,2013.0,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23,28.0
7880,SHADOWS OF THE DAMNED,X360,2011.0,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76,8.3
7883,WARRIORS: LEGENDS OF TROY,PS3,2011.0,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19,44,7.1
7885,ESPN INTERNATIONAL TRACK & FIELD,PS2,2000.0,Sports,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,72,7.3
7886,LUNAR LEGEND,GBA,2002.0,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79,7.8
7887,CONFLICT: GLOBAL TERROR,PS2,2005.0,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62,8.6
7892,SHAUN WHITE SKATEBOARDING,PS3,2010.0,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61,6.5
7893,HULK,GC,2003.0,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71,7.4
7898,GUNGRAVE,PS2,2002.0,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,65,8.9
7899,PHANTASY STAR UNIVERSE,PS2,2006.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68,8.4
7900,TRANSWORLD SURF,PS2,2002.0,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76,8.5
7905,THE LEGEND OF SPYRO: A NEW BEGINNING,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67,6.9
7923,ARCANIA: GOTHIC 4,PC,2010.0,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63,4.0
7924,MUSHROOM MEN: THE SPORE WARS,WII,2008.0,Action,SouthPeak Games,0.17,0.01,0.0,0.01,0.19,72,8.8
7925,ZUMBA FITNESS RUSH,X360,2012.0,Sports,505 Games,0.0,0.16,0.0,0.02,0.19,73,6.2
7928,SOULCALIBUR LEGENDS,WII,2007.0,Action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.19,52,5.8
7930,RISE OF THE KASAI,PS2,2005.0,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,68,8.0
7932,F1 2011,PC,2011.0,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83,7.1
7936,THE MUNCHABLES,WII,2009.0,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19,71,8.4
7938,CHIBI-ROBO! PARK PATROL,DS,2007.0,Adventure,Unknown,0.0,0.0,0.19,0.0,0.19,78,7.7
7939,BOLT,PS3,2008.0,Adventure,Disney Interactive Studios,0.12,0.05,0.0,0.02,0.19,59,6.8
7940,SINGSTAR: ULTIMATE PARTY,PS4,2014.0,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03,0.19,47,41.0
7946,EARTH DEFENSE FORCE: INSECT ARMAGEDDON,X360,2011.0,Shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19,68,8.3
7950,DISNEY'S MEET THE ROBINSONS,WII,2007.0,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,62,6.3
7951,CALL OF DUTY: WORLD AT WAR,PC,2008.0,Shooter,Activision,0.02,0.13,0.0,0.03,0.19,83,7.7
7956,GRAND SLAM TENNIS 2,X360,2012.0,Sports,Electronic Arts,0.1,0.07,0.0,0.02,0.19,71,5.3
7963,ROBIN HOOD: DEFENDER OF THE CROWN,PS2,2003.0,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59,5.6
7969,TY THE TASMANIAN TIGER 3: NIGHT OF THE QUINKAN,PS2,2005.0,Action,Activision,0.09,0.07,0.0,0.02,0.19,68,8.1
7970,WWE SMACKDOWN VS. RAW 2009,DS,2008.0,Fighting,THQ,0.15,0.02,0.0,0.01,0.19,58,8.1
7982,DRAGON BLADE: WRATH OF FIRE,WII,2007.0,Action,D3Publisher,0.17,0.0,0.0,0.01,0.19,51,7.2
7985,SBK X: SUPERBIKE WORLD CHAMPIONSHIP,X360,2010.0,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74,8.3
7988,CALL OF JUAREZ,X360,2007.0,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.19,71,7.0
7991,EVERQUEST ONLINE ADVENTURES: FRONTIERS,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,77,8.1
7993,NBA BALLERS: CHOSEN ONE,X360,2008.0,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55,4.2
7996,PHANTASY STAR ONLINE VER. 2,DC,2001.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,80,8.6
7997,EYEPET & FRIENDS,PS3,2011.0,Simulation,Sony Computer Entertainment,0.06,0.09,0.0,0.03,0.19,65,4.6
7998,THE LORD OF THE RINGS: WAR IN THE NORTH,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18,66,7.2
7999,MAJOR LEAGUE BASEBALL 2K10,PS3,2010.0,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18,74,5.3
8000,FIGHT CLUB,PS2,2004.0,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36,4.5
8002,SYNDICATE,X360,2012.0,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18,74,7.2
8004,PURE FUTBOL,X360,2010.0,Sports,Ubisoft,0.08,0.09,0.0,0.02,0.18,38,7.9
8011,MOTOGP 14,PS4,2014.0,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.04,0.18,73,65.0
8013,NBA LIVE 08,WII,2007.0,Sports,Electronic Arts,0.17,0.0,0.0,0.02,0.18,52,7.1
8014,BUFFY THE VAMPIRE SLAYER: CHAOS BLEEDS,PS2,2003.0,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72,8.9
8015,HALF-MINUTE HERO,PSP,2009.0,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18,84,7.9
8024,"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",DS,2005.0,Action,Disney Interactive Studios,0.15,0.02,0.0,0.01,0.18,65,8.0
8029,EVOLVE,PC,2015.0,Shooter,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18,77,4.3
8032,DE BLOB 2,WII,2011.0,Platform,THQ,0.11,0.06,0.0,0.02,0.18,79,8.0
8035,BORDERLANDS,PC,2009.0,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,81,7.6
8038,GHOSTBUSTERS: THE VIDEO GAME,PSP,2009.0,Action,Atari,0.16,0.01,0.0,0.02,0.18,54,4.7
8040,AMPLITUDE,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,86,8.5
8041,ALONE IN THE DARK,WII,2008.0,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,39,4.5
8048,FEAR EFFECT 2: RETRO HELIX,PS,2001.0,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84,8.6
8049,HOW TO TRAIN YOUR DRAGON,PS3,2010.0,Action,Activision,0.12,0.04,0.0,0.02,0.18,51,7.0
8050,REMEMBER ME,X360,2013.0,Action,Capcom,0.1,0.07,0.0,0.02,0.18,70,7.6
8054,VIETCONG: PURPLE HAZE,PS2,2004.0,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18,48,4.3
8058,DRIVER: SAN FRANCISCO,PC,2011.0,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80,7.2
8066,BLOODY ROAR: PRIMAL FURY,GC,2002.0,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,75,8.3
8070,THE CHRONICLES OF NARNIA: PRINCE CASPIAN,X360,2008.0,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,56,7.5
8077,DYING LIGHT,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18,75,8.0
8092,SPIDER-MAN: FRIEND OR FOE,PSP,2007.0,Action,Activision,0.16,0.0,0.0,0.01,0.18,58,4.4
8093,MEGA MAN X: COMMAND MISSION,PS2,2004.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,69,7.3
8096,FIFA SOCCER 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,83,7.6
8097,LEGO MARVEL SUPER HEROES,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,78,8.1
8104,GAUNTLET: DARK LEGACY,GC,2002.0,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,60,8.7
